Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Order Value,Customer ID,Country,Delivery Date,Date of return,Days between delivery and return,Payment method,Customer liftime return rate,Catergory Mix,Device signals,Discount in percentage,Account age (in days),Free text return reason,Order Date,Account Created Date,Consecutive prior returns,Abuse probability,is_abuse
C533090,85063,CREAM SWEETHEART MAGAZINE RACK,-6,11/16/10 10:07,14.95,89.7,14217,United Kingdom,23-11-10,8/12/10,15,PayPal,0.0308,Gifts & Household,Desktop,25,475,Ordered by mistake,18-11-10,30-07-09,0,0.3127,0
C538114,21275,ZINC TOP  2 DOOR WOODEN SHELF,-1,12/9/10 15:29,16.95,16.95,14217,United Kingdom,15-12-10,30-12-10,15,Bank Transfer,0.0357,Gifts & Household,Tablet,10,497,Item did not suit me,9/12/10,30-07-09,0,0.2803,1
C490155,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,12/4/09 10:28,5.95,5.95,14221,United Kingdom,11/12/09,6/1/10,26,PayPal,0,Gifts & Household,Desktop,0,1188,Changed my mind,6/12/09,5/9/06,0,0.0559,0
C494949,71459,HANGING JAM JAR T-LIGHT HOLDER,-4,1/20/10 10:48,0.85,3.4,14225,United Kingdom,24-01-10,29-01-10,5,Credit Card,0,Lighting,Mobile,0,1077,Item did not suit me,22-01-10,9/2/07,0,0.005,0
C494949,84978,HANGING HEART JAR T-LIGHT HOLDER,-2,1/20/10 10:48,1.25,2.5,14225,United Kingdom,23-01-10,27-01-10,4,Debit Card,0.0556,Lighting,Laptop,20,1077,Item did not suit me,22-01-10,9/2/07,1,0.1764,0
C494949,21869,POTTING SHED COFFEE MUG,-6,1/20/10 10:48,1.25,7.5,14225,United Kingdom,23-01-10,6/2/10,14,Credit Card,0.1053,Kitchenware,Tablet,15,1077,Ordered by mistake,22-01-10,9/2/07,2,0.3281,0
C494949,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,-1,1/20/10 10:48,8.5,8.5,14225,United Kingdom,26-01-10,19-02-10,24,Debit Card,0.15,Gifts & Household,Desktop,0,1077,Ordered by mistake,22-01-10,9/2/07,3,0.5449,0
C524636,21314,SMALL GLASS HEART TRINKET POT,-2,9/30/10 11:27,2.1,4.2,14226,United Kingdom,8/10/10,23-10-10,15,Credit Card,0,Kitchenware,Desktop,0,1167,No longer needed,2/10/10,22-07-07,0,0.04,0
C499280,21936,RED/WHITE SPOT PICNIC BAG,-1,2/25/10 18:51,2.95,2.95,14227,United Kingdom,3/3/10,4/3/10,1,PayPal,0,Accessories,Desktop,0,423,Colour was different from expected,25-02-10,29-12-08,0,0.027,1
C503208,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,3/30/10 15:54,1.25,1.25,14227,United Kingdom,2/4/10,2/5/10,30,Bank Transfer,0.0312,Storage & Organisation,Desktop,10,458,Bought the wrong item,1/4/10,29-12-08,1,0.1083,0
C503208,85099C,JUMBO  BAG BAROQUE BLACK WHITE,-1,3/30/10 15:54,1.95,1.95,14227,United Kingdom,3/4/10,22-04-10,19,Bank Transfer,0.0606,Accessories,Mobile,0,458,Bought the wrong item,1/4/10,29-12-08,2,0.2878,0
C522151,22423,REGENCY CAKESTAND 3 TIER,-1,9/13/10 10:45,12.75,12.75,14229,United Kingdom,20-09-10,24-09-10,4,Debit Card,0,Gifts & Household,Desktop,20,755,Ordered by mistake,16-09-10,21-08-08,0,0.0421,0
C522151,85054,FRENCH ENAMEL POT W LID,-1,9/13/10 10:45,2.95,2.95,14229,United Kingdom,20-09-10,3/10/10,13,Credit Card,0.0667,Gifts & Household,Tablet,0,755,Wrong size,16-09-10,21-08-08,1,0.217,0
C526131,22423,REGENCY CAKESTAND 3 TIER,-1,10/8/10 14:12,12.75,12.75,14229,United Kingdom,15-10-10,31-10-10,16,Debit Card,0.0769,Gifts & Household,Desktop,15,781,Item did not suit me,11/10/10,21-08-08,0,0.1568,0
C506719,22617,BAKING SET SPACEBOY DESIGN,-12,5/4/10 9:10,4.95,59.4,14233,United Kingdom,9/5/10,3/6/10,25,Credit Card,0,Gifts & Household,Desktop,5,586,Colour was different from expected,4/5/10,24-09-08,0,0.2173,0
C506719,22138,BAKING SET 9 PIECE RETROSPOT,-12,5/4/10 9:10,4.95,59.4,14233,United Kingdom,7/5/10,22-05-10,15,Debit Card,0.0385,Gifts & Household,Mobile,5,586,Changed my mind,4/5/10,24-09-08,1,0.4884,1
C536202,20725,LUNCH BAG RED RETROSPOT,-2,11/30/10 13:11,1.65,3.3,14233,United Kingdom,6/12/10,31-12-10,25,Credit Card,0.05,Accessories,Laptop,15,796,Wrong size,30-11-10,24-09-08,0,0.2527,1
C517058,22360,GLASS JAR ENGLISH CONFECTIONERY,-1,7/26/10 13:20,2.95,2.95,14236,United Kingdom,27-07-10,11/8/10,15,Credit Card,0,Kitchenware,Laptop,5,344,Colour was different from expected,26-07-10,15-08-09,0,0.0701,0
C531443,35400,WOODEN BOX ADVENT CALENDAR ,-1,11/8/10 12:34,8.95,8.95,14236,United Kingdom,10/11/10,1/12/10,21,Debit Card,0.0303,Storage & Organisation,Laptop,10,449,Bought the wrong item,8/11/10,15-08-09,0,0.1979,1
C506476,21320,GLASS CHALICE GREEN  LARGE ,-2,4/30/10 10:15,2.55,5.1,14237,United Kingdom,5/5/10,27-05-10,22,PayPal,0,Kitchenware,Tablet,25,1157,No longer needed,30-04-10,28-02-07,0,0.0574,0
C499745,85053,FRENCH ENAMEL CANDLEHOLDER,-1,3/2/10 11:31,2.1,2.1,14239,United Kingdom,10/3/10,23-03-10,13,Bank Transfer,0,Lighting,Laptop,0,1196,Item did not suit me,4/3/10,23-11-06,0,0.0337,0
C525758,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,10/7/10 10:30,1.25,1.25,14243,United Kingdom,9/10/10,30-10-10,21,Credit Card,0,Storage & Organisation,Mobile,0,578,Ordered by mistake,7/10/10,7/3/09,0,0.0376,0
C525758,21429,RED GINGHAM ROSE JEWELLERY BOX,-1,10/7/10 10:30,1.65,1.65,14243,United Kingdom,13-10-10,24-10-10,11,Debit Card,0.0071,Accessories,Laptop,10,578,No longer needed,7/10/10,7/3/09,1,0.1761,0
C525758,21539,RED RETROSPOT BUTTER DISH,-1,10/7/10 10:30,4.95,4.95,14243,United Kingdom,12/10/10,22-10-10,10,Debit Card,0.0141,Gifts & Household,Mobile,20,578,Item did not suit me,7/10/10,7/3/09,2,0.2863,0
C526648,85232D,SET/3 DECOUPAGE STACKING TINS,-1,10/12/10 13:40,4.95,4.95,14243,United Kingdom,19-10-10,13-11-10,25,Debit Card,0.018,Storage & Organisation,Desktop,0,586,Item did not suit me,15-10-10,7/3/09,0,0.1697,0
C498427,22268,EASTER DECORATION SITTING BUNNY,-7,2/18/10 17:09,0.85,5.95,14244,United Kingdom,24-02-10,5/3/10,9,Debit Card,0,Home Decor,Desktop,5,704,No longer needed,20-02-10,18-03-08,0,0.0382,0
C498427,22267,EASTER DECORATION EGG BUNNY ,-3,2/18/10 17:09,1.25,3.75,14244,United Kingdom,23-02-10,25-02-10,2,Credit Card,0.0588,Home Decor,Laptop,0,704,Colour was different from expected,20-02-10,18-03-08,1,0.2116,0
C498427,22269,EGG CUP NATURAL CHICKEN,-1,2/18/10 17:09,1.25,1.25,14244,United Kingdom,22-02-10,14-03-10,20,Debit Card,0.1111,Kitchenware,Tablet,0,704,Item did not suit me,20-02-10,18-03-08,2,0.1892,0
C498427,22266,EASTER DECORATION HANGING BUNNY,-1,2/18/10 17:09,0.65,0.65,14244,United Kingdom,22-02-10,27-02-10,5,PayPal,0.1579,Home Decor,Desktop,0,704,Item did not suit me,20-02-10,18-03-08,3,0.2459,0
C511131,84804B,BLUE DELPHINIUM ARTIFICIAL FLOWER,-1,6/7/10 11:18,2.95,2.95,14247,United Kingdom,17-06-10,17-07-10,30,Bank Transfer,0,Gifts & Household,Tablet,0,1150,Ordered by mistake,11/6/10,18-04-07,0,0.067,0
C511999,M,Manual,-1,6/11/10 15:44,1000.63,1000.63,14255,United Kingdom,15-06-10,23-06-10,8,PayPal,0,Gifts & Household,Mobile,0,288,No longer needed,11/6/10,27-08-09,0,0.2139,0
C512000,M,Manual,-1,6/11/10 15:47,590,590,14255,United Kingdom,15-06-10,23-06-10,8,Credit Card,1,Gifts & Household,Desktop,10,288,Ordered by mistake,11/6/10,27-08-09,1,0.6978,1
C512003,M,Manual,-1,6/11/10 15:57,851.6,851.6,14255,United Kingdom,19-06-10,20-06-10,1,Debit Card,0.6667,Gifts & Household,Mobile,0,289,Item did not suit me,12/6/10,27-08-09,0,0.7219,1
C494929,21781,MA CAMPAGNE CUTLERY BOX,-1,1/20/10 10:37,14.95,14.95,14256,United Kingdom,22-01-10,12/2/10,21,Credit Card,0,Storage & Organisation,Mobile,15,692,Changed my mind,20-01-10,28-02-08,0,0.0942,0
C494929,22357,KINGS CHOICE BISCUIT TIN,-1,1/20/10 10:37,4.25,4.25,14256,United Kingdom,27-01-10,30-01-10,3,Debit Card,0.0179,Storage & Organisation,Mobile,0,692,No longer needed,20-01-10,28-02-08,1,0.1458,0
C498337,21781,MA CAMPAGNE CUTLERY BOX,-1,2/18/10 10:35,14.95,14.95,14256,United Kingdom,24-02-10,13-03-10,17,Credit Card,0.0351,Storage & Organisation,Desktop,0,721,Wrong size,18-02-10,28-02-08,2,0.1348,0
C514149,22218,CAKE STAND LACE WHITE,-2,6/30/10 14:09,4.25,8.5,14256,United Kingdom,1/7/10,2/7/10,1,Debit Card,0.0517,Gifts & Household,Desktop,15,853,Changed my mind,30-06-10,28-02-08,3,0.1075,0
C493168,21904,HOUSE WRECKING METAL SIGN ,-96,12/22/09 11:50,1.85,177.6,14258,United Kingdom,1/1/10,19-01-10,18,Debit Card,0,Gifts & Household,Laptop,0,519,Wrong size,25-12-09,24-07-08,0,0.1327,0
C499385,48138,DOOR MAT UNION FLAG,-10,2/26/10 12:12,6.35,63.5,14258,United Kingdom,4/3/10,23-03-10,19,Credit Card,0.0152,Gifts & Household,Desktop,0,583,Changed my mind,27-02-10,24-07-08,0,0.306,1
C502306,85063,CREAM SWEETHEART MAGAZINE RACK,-1,3/24/10 9:35,14.95,14.95,14258,United Kingdom,29-03-10,25-04-10,27,Bank Transfer,0.0227,Gifts & Household,Mobile,0,611,Bought the wrong item,27-03-10,24-07-08,0,0.3122,1
C502306,21231,SWEETHEART CERAMIC TRINKET BOX,-4,3/24/10 9:35,1.06,4.24,14258,United Kingdom,1/4/10,9/4/10,8,Debit Card,0.0337,Storage & Organisation,Mobile,5,611,Changed my mind,27-03-10,24-07-08,1,0.2362,0
C507451,79323P,PINK CHERRY LIGHTS,-48,5/10/10 10:04,5.45,261.6,14258,United Kingdom,16-05-10,11/6/10,26,Credit Card,0.0381,Lighting,Desktop,15,657,No longer needed,12/5/10,24-07-08,0,0.4915,1
C507451,79323B,BLACK CHERRY LIGHTS,-24,5/10/10 10:04,5.45,130.8,14258,United Kingdom,13-05-10,27-05-10,14,PayPal,0.0472,Lighting,Desktop,20,657,Changed my mind,12/5/10,24-07-08,1,0.5355,1
C507451,79323W,WHITE CHERRY LIGHTS,-24,5/10/10 10:04,5.45,130.8,14258,United Kingdom,15-05-10,10/6/10,26,Credit Card,0.0561,Lighting,Laptop,20,657,Changed my mind,12/5/10,24-07-08,2,0.7426,1
C507451,79323LP,LIGHT PINK CHERRY LIGHTS,-22,5/10/10 10:04,5.45,119.9,14258,United Kingdom,15-05-10,9/6/10,25,PayPal,0.0648,Lighting,Mobile,0,657,Wrong size,12/5/10,24-07-08,3,0.855,1
C526148,85063,CREAM SWEETHEART MAGAZINE RACK,-6,10/8/10 14:59,14.95,89.7,14258,United Kingdom,11/10/10,6/11/10,26,Credit Card,0.0432,Gifts & Household,Tablet,0,806,Ordered by mistake,8/10/10,24-07-08,0,0.4913,1
C533329,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-4,11/16/10 17:57,2.75,11,14258,United Kingdom,20-11-10,1/12/10,11,PayPal,0.0452,Lighting,Laptop,0,848,Item did not suit me,19-11-10,24-07-08,0,0.0761,0
C507284,79323W,WHITE CHERRY LIGHTS,-4,5/7/10 13:49,6.75,27,14264,United Kingdom,17-05-10,12/6/10,26,Debit Card,0,Lighting,Mobile,0,388,No longer needed,10/5/10,17-04-09,0,0.277,0
C536828,22832,BROCANTE SHELF WITH HOOKS,-1,12/2/10 17:35,10.75,10.75,14264,United Kingdom,11/12/10,1/1/11,21,PayPal,0.0159,Gifts & Household,Mobile,15,596,Changed my mind,4/12/10,17-04-09,0,0.1631,1
C536828,84946,ANTIQUE SILVER TEA GLASS ETCHED,-3,12/2/10 17:35,1.25,3.75,14264,United Kingdom,8/12/10,15-12-10,7,Debit Card,0.0312,Kitchenware,Mobile,20,596,No longer needed,4/12/10,17-04-09,1,0.2551,0
C491031,37449,CERAMIC CAKE STAND + HANGING CAKES,-1,12/8/09 19:09,9.95,9.95,14267,United Kingdom,15-12-09,29-12-09,14,PayPal,0,Gifts & Household,Tablet,0,753,Wrong size,9/12/09,17-11-07,0,0.0637,0
C493850,22061,LARGE CAKE STAND  HANGING STRAWBERY,-1,1/7/10 15:34,9.95,9.95,14267,United Kingdom,17-01-10,3/2/10,17,Debit Card,1,Gifts & Household,Laptop,10,784,Wrong size,10/1/10,17-11-07,1,0.1726,0
C524844,22634,CHILDS BREAKFAST SET SPACEBOY ,-1,9/30/10 18:19,9.95,9.95,14269,United Kingdom,6/10/10,29-10-10,23,PayPal,0,Toys & Gifts,Mobile,5,783,Item did not suit me,1/10/10,9/8/08,0,0.0773,0
C524844,22635,CHILDS BREAKFAST SET DOLLY GIRL ,-1,9/30/10 18:19,9.95,9.95,14269,United Kingdom,5/10/10,24-10-10,19,Credit Card,0.0588,Toys & Gifts,Laptop,25,783,Colour was different from expected,1/10/10,9/8/08,1,0.3328,0
C524844,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,-2,9/30/10 18:19,2.95,5.9,14269,United Kingdom,6/10/10,1/11/10,26,Debit Card,0.1111,Home Decor,Laptop,0,783,No longer needed,1/10/10,9/8/08,2,0.322,0
C524844,21705,BAG 500g SWIRLY MARBLES,-5,9/30/10 18:19,1.65,8.25,14269,United Kingdom,7/10/10,10/10/10,3,Debit Card,0.1579,Accessories,Laptop,0,783,Colour was different from expected,1/10/10,9/8/08,3,0.4502,0
C499286,21844,RETRO SPOT MUG,-1,2/25/10 19:14,2.95,2.95,14276,United Kingdom,27-02-10,22-03-10,23,PayPal,0,Kitchenware,Desktop,0,760,Changed my mind,25-02-10,27-01-08,0,0.027,0
C499286,21533,RETRO SPOT LARGE MILK JUG,-2,2/25/10 19:14,4.95,9.9,14276,United Kingdom,1/3/10,20-03-10,19,PayPal,0.0455,Gifts & Household,Tablet,10,760,Colour was different from expected,25-02-10,27-01-08,1,0.243,1
C499286,20725,LUNCH BAG RED SPOTTY,-5,2/25/10 19:14,1.65,8.25,14276,United Kingdom,4/3/10,16-03-10,12,Debit Card,0.087,Accessories,Desktop,0,760,No longer needed,25-02-10,27-01-08,2,0.2754,1
C499286,20728,LUNCH BAG CARS BLUE,-1,2/25/10 19:14,1.65,1.65,14276,United Kingdom,1/3/10,12/3/10,11,Credit Card,0.125,Accessories,Laptop,10,760,Ordered by mistake,25-02-10,27-01-08,3,0.2985,1
C501313,POST,POSTAGE,-1,3/16/10 9:27,4.41,4.41,14276,United Kingdom,24-03-10,23-04-10,30,Debit Card,0.16,Gifts & Household,Laptop,10,780,Bought the wrong item,18-03-10,27-01-08,4,0.2864,0
C519461,22384,LUNCH BAG PINK RETROSPOT,-1,8/17/10 11:10,1.65,1.65,14276,United Kingdom,21-08-10,20-09-10,30,PayPal,0.1111,Accessories,Laptop,20,935,No longer needed,20-08-10,27-01-08,0,0.2385,0
C519461,21531,RED RETROSPOT SUGAR JAM BOWL,-1,8/17/10 11:10,2.55,2.55,14276,United Kingdom,22-08-10,8/9/10,17,Credit Card,0.1304,Kitchenware,Laptop,0,935,Changed my mind,20-08-10,27-01-08,1,0.1961,0
C519461,21535,RED RETROSPOT SMALL MILK JUG,-2,8/17/10 11:10,2.55,5.1,14276,United Kingdom,22-08-10,2/9/10,11,Debit Card,0.1489,Gifts & Household,Desktop,0,935,Bought the wrong item,20-08-10,27-01-08,2,0.3019,0
C530673,20979,36 PENCILS TUBE RED RETROSPOT,-16,11/4/10 10:58,1.25,20,14276,United Kingdom,11/11/10,6/12/10,25,PayPal,0.1231,Gifts & Household,Desktop,15,1012,Colour was different from expected,5/11/10,27-01-08,0,0.4058,0
C530673,84970S,HANGING HEART ZINC T-LIGHT HOLDER,-2,11/4/10 10:58,0.85,1.7,14276,United Kingdom,6/11/10,29-11-10,23,Debit Card,0.1364,Lighting,Desktop,5,1012,No longer needed,5/11/10,27-01-08,1,0.1863,0
C530673,20728,LUNCH BAG CARS BLUE,-5,11/4/10 10:58,1.65,8.25,14276,United Kingdom,6/11/10,8/11/10,2,Debit Card,0.1493,Accessories,Laptop,0,1012,Colour was different from expected,5/11/10,27-01-08,2,0.2999,0
C530673,20725,LUNCH BAG RED RETROSPOT,-4,11/4/10 10:58,1.65,6.6,14276,United Kingdom,8/11/10,28-11-10,20,PayPal,0.1618,Accessories,Laptop,15,1012,Item did not suit me,5/11/10,27-01-08,3,0.4752,0
C490120,POST,POSTAGE,-2,12/3/09 17:52,18,36,14277,France,9/12/09,3/1/10,25,PayPal,0,Gifts & Household,Laptop,10,1176,No longer needed,3/12/09,14-09-06,0,0.2472,0
C490120,21092,SET/6 STRAWBERRY PAPER PLATES,-12,12/3/09 17:52,0.85,10.2,14277,France,9/12/09,31-12-09,22,PayPal,1,Kitchenware,Laptop,25,1176,Wrong size,3/12/09,14-09-06,1,0.3113,0
C490120,21099,SET/6 STRAWBERRY PAPER CUPS,-12,12/3/09 17:52,0.65,7.8,14277,France,7/12/09,15-12-09,8,Credit Card,1,Kitchenware,Laptop,5,1176,Colour was different from expected,3/12/09,14-09-06,2,0.3162,0
C490120,21094,SET/6 RED SPOTTY PAPER PLATES,-12,12/3/09 17:52,0.85,10.2,14277,France,7/12/09,19-12-09,12,PayPal,1,Kitchenware,Tablet,0,1176,Colour was different from expected,3/12/09,14-09-06,3,0.496,0
C490120,21080,SET/20 RED SPOTTY PAPER NAPKINS,-12,12/3/09 17:52,0.85,10.2,14277,France,10/12/09,4/1/10,25,Debit Card,1,Gifts & Household,Tablet,5,1176,Item did not suit me,3/12/09,14-09-06,4,0.644,1
C490120,21086,SET/6 RED SPOTTY PAPER CUPS,-12,12/3/09 17:52,0.65,7.8,14277,France,4/12/09,6/12/09,2,Debit Card,1,Kitchenware,Tablet,20,1176,Wrong size,3/12/09,14-09-06,5,0.4332,1
C490120,21121,SET/10 RED SPOTTY PARTY CANDLES,-24,12/3/09 17:52,1.25,30,14277,France,7/12/09,4/1/10,28,Debit Card,1,Lighting,Desktop,0,1176,No longer needed,3/12/09,14-09-06,6,0.6647,0
C490120,22352,LUNCHBOX WITH CUTLERY RETROSPOT ,-12,12/3/09 17:52,2.55,30.6,14277,France,5/12/09,26-12-09,21,PayPal,1,Storage & Organisation,Mobile,10,1176,Bought the wrong item,3/12/09,14-09-06,7,0.8428,1
C490120,22353,LUNCHBOX WITH CUTLERY FAIRY CAKES ,-6,12/3/09 17:52,2.55,15.3,14277,France,7/12/09,11/12/09,4,Credit Card,1,Storage & Organisation,Laptop,10,1176,Colour was different from expected,3/12/09,14-09-06,8,0.4925,0
C490120,21212,PACK OF 72 RETRO SPOT CAKE CASES,-24,12/3/09 17:52,0.55,13.2,14277,France,9/12/09,28-12-09,19,Bank Transfer,1,Gifts & Household,Laptop,5,1176,Ordered by mistake,3/12/09,14-09-06,9,0.6273,1
C490120,84997A,GREEN 3 PIECE MINI DOTS CUTLERY SET,-6,12/3/09 17:52,3.75,22.5,14277,France,7/12/09,14-12-09,7,Credit Card,1,Gifts & Household,Laptop,0,1176,Ordered by mistake,3/12/09,14-09-06,10,0.7359,0
C490120,84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,-6,12/3/09 17:52,3.75,22.5,14277,France,9/12/09,2/1/10,24,Credit Card,1,Gifts & Household,Mobile,10,1176,Item did not suit me,3/12/09,14-09-06,11,0.7278,1
C490120,22333,RETRO SPORT PARTY BAG + STICKER SET,-16,12/3/09 17:52,1.65,26.4,14277,France,9/12/09,10/12/09,1,Credit Card,1,Accessories,Mobile,0,1176,Item did not suit me,3/12/09,14-09-06,12,0.7283,1
C490120,20682,RED SPOTTY CHILDS UMBRELLA,-6,12/3/09 17:52,3.25,19.5,14277,France,6/12/09,16-12-09,10,Credit Card,1,Toys & Gifts,Desktop,0,1176,Bought the wrong item,3/12/09,14-09-06,13,0.757,1
C490120,20681,PINK SPOTTY CHILDS UMBRELLA,-6,12/3/09 17:52,3.25,19.5,14277,France,5/12/09,28-12-09,23,PayPal,1,Toys & Gifts,Mobile,15,1176,Colour was different from expected,3/12/09,14-09-06,14,0.778,1
C490120,21889,WOODEN BOX OF DOMINOES,-12,12/3/09 17:52,1.25,15,14277,France,5/12/09,9/12/09,4,Debit Card,1,Storage & Organisation,Desktop,0,1176,Ordered by mistake,3/12/09,14-09-06,15,0.5748,0
C490120,22331,WOODLAND PARTY BAG + STICKER SET,-8,12/3/09 17:52,1.65,13.2,14277,France,5/12/09,30-12-09,25,Credit Card,1,Accessories,Mobile,25,1176,Item did not suit me,3/12/09,14-09-06,16,0.7558,1
C490120,22138,BAKING SET 9 PIECE RETROSPOT,-9,12/3/09 17:52,4.95,44.55,14277,France,10/12/09,20-12-09,10,Debit Card,1,Gifts & Household,Laptop,10,1176,Colour was different from expected,3/12/09,14-09-06,17,0.6851,1
C490768,82484,WOOD BLACK BOARD ANT WHITE FINISH,-1,12/8/09 11:10,6.45,6.45,14277,France,13-12-09,16-12-09,3,Credit Card,1,Gifts & Household,Tablet,0,1180,Ordered by mistake,8/12/09,14-09-06,18,0.2872,1
C490768,84472,PINK AND LILAC QUILTED THROW ,-1,12/8/09 11:10,45.95,45.95,14277,France,15-12-09,13-01-10,29,PayPal,1,Gifts & Household,Tablet,10,1180,Colour was different from expected,8/12/09,14-09-06,19,0.7159,1
C490798,POST,POSTAGE,-2,12/8/09 11:51,18,36,14277,France,13-12-09,6/1/10,24,Debit Card,1,Gifts & Household,Tablet,10,1181,Wrong size,9/12/09,14-09-06,20,0.7627,1
C490798,21092,SET/6 STRAWBERRY PAPER PLATES,-12,12/8/09 11:51,0.85,10.2,14277,France,13-12-09,5/1/10,23,Credit Card,1,Kitchenware,Mobile,25,1181,Bought the wrong item,9/12/09,14-09-06,21,0.6135,0
C490798,21099,SET/6 STRAWBERRY PAPER CUPS,-12,12/8/09 11:51,0.65,7.8,14277,France,12/12/09,8/1/10,27,Credit Card,1,Kitchenware,Tablet,0,1181,Ordered by mistake,9/12/09,14-09-06,22,0.4749,1
C490798,21094,SET/6 RED SPOTTY PAPER PLATES,-12,12/8/09 11:51,0.85,10.2,14277,France,15-12-09,3/1/10,19,Credit Card,1,Kitchenware,Laptop,10,1181,Bought the wrong item,9/12/09,14-09-06,23,0.573,1
C490798,21080,SET/20 RED SPOTTY PAPER NAPKINS,-12,12/8/09 11:51,0.85,10.2,14277,France,12/12/09,10/1/10,29,Debit Card,1,Gifts & Household,Tablet,0,1181,Colour was different from expected,9/12/09,14-09-06,24,0.6051,0
C490798,21086,SET/6 RED SPOTTY PAPER CUPS,-12,12/8/09 11:51,0.65,7.8,14277,France,13-12-09,2/1/10,20,PayPal,1,Kitchenware,Desktop,0,1181,Changed my mind,9/12/09,14-09-06,25,0.5365,1
C490798,21121,SET/10 RED SPOTTY PARTY CANDLES,-24,12/8/09 11:51,1.25,30,14277,France,12/12/09,9/1/10,28,PayPal,1,Lighting,Laptop,5,1181,Item did not suit me,9/12/09,14-09-06,26,0.7436,1
C490798,22352,LUNCHBOX WITH CUTLERY RETROSPOT ,-12,12/8/09 11:51,2.55,30.6,14277,France,10/12/09,7/1/10,28,Debit Card,1,Storage & Organisation,Laptop,0,1181,No longer needed,9/12/09,14-09-06,27,0.8176,1
C490798,22353,LUNCHBOX WITH CUTLERY FAIRY CAKES ,-6,12/8/09 11:51,2.55,15.3,14277,France,10/12/09,19-12-09,9,Credit Card,1,Storage & Organisation,Mobile,0,1181,Bought the wrong item,9/12/09,14-09-06,28,0.6073,1
C490798,21212,PACK OF 72 RETRO SPOT CAKE CASES,-24,12/8/09 11:51,0.55,13.2,14277,France,14-12-09,6/1/10,23,Credit Card,1,Gifts & Household,Desktop,0,1181,Ordered by mistake,9/12/09,14-09-06,29,0.6184,1
C490798,84997A,GREEN 3 PIECE MINI DOTS CUTLERY SET,-6,12/8/09 11:51,3.75,22.5,14277,France,10/12/09,17-12-09,7,Debit Card,1,Gifts & Household,Laptop,0,1181,No longer needed,9/12/09,14-09-06,30,0.7081,1
C490798,84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,-6,12/8/09 11:51,3.75,22.5,14277,France,14-12-09,28-12-09,14,Debit Card,1,Gifts & Household,Mobile,0,1181,Changed my mind,9/12/09,14-09-06,31,0.7194,1
C490798,22333,RETRO SPORT PARTY BAG + STICKER SET,-16,12/8/09 11:51,1.65,26.4,14277,France,11/12/09,20-12-09,9,Debit Card,1,Accessories,Mobile,15,1181,Wrong size,9/12/09,14-09-06,32,0.7877,1
C490798,20682,RED SPOTTY CHILDS UMBRELLA,-6,12/8/09 11:51,3.25,19.5,14277,France,13-12-09,11/1/10,29,Debit Card,1,Toys & Gifts,Mobile,5,1181,Ordered by mistake,9/12/09,14-09-06,33,0.936,1
C490798,20681,PINK SPOTTY CHILDS UMBRELLA,-6,12/8/09 11:51,3.25,19.5,14277,France,11/12/09,18-12-09,7,Debit Card,1,Toys & Gifts,Tablet,15,1181,Wrong size,9/12/09,14-09-06,34,0.6995,0
C490798,21889,WOODEN BOX OF DOMINOES,-12,12/8/09 11:51,1.25,15,14277,France,15-12-09,26-12-09,11,Debit Card,1,Storage & Organisation,Desktop,0,1181,Colour was different from expected,9/12/09,14-09-06,35,0.564,1
C490798,22331,WOODLAND PARTY BAG + STICKER SET,-8,12/8/09 11:51,1.65,13.2,14277,France,12/12/09,31-12-09,19,Credit Card,1,Accessories,Laptop,10,1181,Colour was different from expected,9/12/09,14-09-06,36,0.6711,1
C490798,22138,BAKING SET 9 PIECE RETROSPOT,-9,12/8/09 11:51,4.95,44.55,14277,France,16-12-09,27-12-09,11,Debit Card,1,Gifts & Household,Mobile,10,1181,Colour was different from expected,9/12/09,14-09-06,37,0.6954,1
C524235,16047,POP ART PEN CASE & PENS,-5184,9/28/10 11:02,0.08,414.72,14277,France,1/10/10,19-10-10,18,Debit Card,0.3333,Gifts & Household,Desktop,5,1474,Bought the wrong item,28-09-10,14-09-06,0,0.2596,1
C524235,21280,VINTAGE KITCHEN PRINT VEGETABLES,-1248,9/28/10 11:02,0.25,312,14277,France,5/10/10,22-10-10,17,PayPal,0.3391,Kitchenware,Laptop,10,1474,Changed my mind,28-09-10,14-09-06,1,0.4907,0
C524235,21281,VINTAGE KITCHEN PRINT SEAFOOD,-1536,9/28/10 11:02,0.25,384,14277,France,4/10/10,24-10-10,20,Debit Card,0.3448,Kitchenware,Tablet,0,1474,Wrong size,28-09-10,14-09-06,2,0.7646,0
C524235,21336,GOLD WASHBAG,-864,9/28/10 11:02,0.13,112.32,14277,France,30-09-10,8/10/10,8,PayPal,0.3504,Accessories,Tablet,20,1474,No longer needed,28-09-10,14-09-06,3,0.8333,1
C524235,21392,RED POLKADOT PUDDING BOWL,-3648,9/28/10 11:02,0.13,474.24,14277,France,1/10/10,22-10-10,21,Credit Card,0.3559,Kitchenware,Mobile,15,1474,Ordered by mistake,28-09-10,14-09-06,4,0.7813,1
